"","date","no","no2","o3"
"300",2018-01-13 11:00:00,"missing",33.77299,24.29765
"301",2018-01-13 12:00:00,"7.28631",30.4761,32.13077
"302",2018-01-13 13:00:00,"10.50502",28.24877,34.27615
"303",2018-01-13 14:00:00,"missing",34.42424,24.44733
"304",2018-01-13 15:00:00,"8.45354",36.75608,25.09593
"305",2018-01-13 16:00:00,"6.89724",39.57564,21.45378
"306",2018-01-13 17:00:00,"5.58853",34.05419,25.14582
"307",2018-01-13 18:00:00,"5.69464",35.13715,22.90066
"308",2018-01-13 19:00:00,"missing",33.67485,24.54711
"309",2018-01-13 20:00:00,"4.70427",33.40616,24.04819
"310",2018-01-13 21:00:00,"3.36019",26.90992,31.2826
"311",2018-01-13 22:00:00,"2.79427",30.26898,29.23701
"312",2018-01-13 23:00:00,"3.28945",29.5097,30.78367
"313",2018-01-14 00:00:00,"missing",25.28175,31.86468
"314",2018-01-14 01:00:00,"1.36863",26.87329,27.67371
"315",2018-01-14 02:00:00,"1.27424",25.78979,29.53636
"316",2018-01-14 03:00:00,"0.88489",23.24396,31.9312
"317",2018-01-14 04:00:00,"1.06187",27.4159,29.58625
"318",2018-01-14 05:00:00,"missing",26.60104,27.39098
"319",2018-01-14 06:00:00,"2.30072",28.93013,28.03959
"320",2018-01-14 07:00:00,"2.05295",29.0391,29.78582
"321",2018-01-14 08:00:00,"missing",36.45718,22.35184
"322",2018-01-14 09:00:00,"missing",42.35667,16.96345
"323",2018-01-14 10:00:00,"9.0259",41.70187,17.9613
"324",2018-01-14 11:00:00,"8.2118",39.15707,19.20861
"325",2018-01-14 12:00:00,"missing",39.9685,17.86152
"326",2018-01-14 13:00:00,"9.0259",38.99254,21.20431
"327",2018-01-14 14:00:00,"4.81381",32.7171,28.13937
"328",2018-01-14 15:00:00,"missing",33.26292,26.6426
"329",2018-01-14 16:00:00,"1.98216",34.2412,25.64475
"330",2018-01-14 17:00:00,"3.15022",41.87869,18.6099
"331",2018-01-14 18:00:00,"3.11482",40.36155,18.51012
"332",2018-01-14 19:00:00,"1.69899",34.78375,22.95055
"333",2018-01-14 20:00:00,"1.48662",29.7449,25.49507
"334",2018-01-14 21:00:00,"1.84058",33.64549,20.6555
"335",2018-01-14 22:00:00,"missing",30.01592,26.34324
"336",2018-01-14 23:00:00,"1.13266",25.30245,30.28475
"337",2018-01-15 00:00:00,"1.08624",21.6828,32.99557
"338",2018-01-15 01:00:00,"0.47228",15.54017,44.43759
"339",2018-01-15 02:00:00,"0.28337",12.19747,50.89035
"340",2018-01-15 03:00:00,"0.1771",11.11347,53.03573
"341",2018-01-15 04:00:00,"0.31879",11.76366,53.33508
"342",2018-01-15 05:00:00,"0.42505",10.84172,63.36348
"343",2018-01-15 06:00:00,"0.70842",14.90703,61.8667
"344",2018-01-15 07:00:00,"1.16889",21.08621,54.33293
"345",2018-01-15 08:00:00,"missing",29.6485,45.20261
"346",2018-01-15 09:00:00,"2.65657",32.14188,44.6039
"347",2018-01-15 10:00:00,"2.90451",37.4,40.76217
"348",2018-01-15 11:00:00,NA,NA,NA
"349",2018-01-15 12:00:00,NA,NA,NA
"350",2018-01-15 13:00:00,NA,NA,NA
"351",2018-01-15 14:00:00,NA,NA,NA
"352",2018-01-15 15:00:00,NA,NA,NA
"353",2018-01-15 16:00:00,NA,NA,NA
"354",2018-01-15 17:00:00,NA,NA,NA
"355",2018-01-15 18:00:00,"1.38115",30.46812,33.72733
"356",2018-01-15 19:00:00,"2.37274",47.00275,16.96345
"357",2018-01-15 20:00:00,"missing",33.55911,30.13507
"358",2018-01-15 21:00:00,"0.56662",22.71662,39.31529
"359",2018-01-15 22:00:00,"0.42497",21.09036,40.11357
"360",2018-01-15 23:00:00,"0.28331",17.72909,43.85551
"361",2018-01-16 00:00:00,"0.23609",16.78933,44.10497
"362",2018-01-16 01:00:00,"missing",9.33541,58.47401
"363",2018-01-16 02:00:00,"missing",7.05583,62.61509
"364",2018-01-16 03:00:00,"0.17706",8.57555,62.36563
"365",2018-01-16 04:00:00,"missing",11.8864,58.5239
"366",2018-01-16 05:00:00,"missing",17.8025,57.52605
"367",2018-01-16 06:00:00,"0.63743",20.24466,60.96864
"368",2018-01-16 07:00:00,"2.16018",30.93614,54.08347
"369",2018-01-16 08:00:00,"3.04549",39.72834,48.79487
"370",2018-01-16 09:00:00,"4.49741",35.71098,54.08347
"371",2018-01-16 10:00:00,"3.82457",25.72456,63.46326
"372",2018-01-16 11:00:00,"missing",24.04157,62.81466
"373",2018-01-16 12:00:00,"2.58513",20.40626,65.25939
"374",2018-01-16 13:00:00,"3.18714",18.45193,66.70627
"375",2018-01-16 14:00:00,"missing",20.73192,63.96219
"376",2018-01-16 15:00:00,"2.58513",32.83554,52.83616
"377",2018-01-16 16:00:00,"80.74096",51.3486,39.31529
"378",2018-01-16 17:00:00,"2.08935",38.20921,47.84691
"379",2018-01-16 18:00:00,"1.73522",43.04003,43.35658
"380",2018-01-16 19:00:00,"missing",39.07828,45.10282
"381",2018-01-16 20:00:00,"0.74367",35.00776,46.49981
"382",2018-01-16 21:00:00,"0.81449",25.29225,56.5282
"383",2018-01-16 22:00:00,"missing",23.98995,56.02928
"384",2018-01-16 23:00:00,"0.31871",19.7021,61.36778
"385",2018-01-17 00:00:00,"0.23603",11.73741,69.98255
"386",2018-01-17 01:00:00,"0.28324",11.23032,69.8495
"387",2018-01-17 02:00:00,"0.07081",7.3901,73.34198
"388",2018-01-17 03:00:00,"missing",9.61828,71.04692
"389",2018-01-17 04:00:00,"0.17702",8.96607,71.44606
"390",2018-01-17 05:00:00,"missing",12.66117,67.75402
"391",2018-01-17 06:00:00,"0.60188",21.73618,58.37423
"392",2018-01-17 07:00:00,"1.20375",21.41103,55.92949
"393",2018-01-17 08:00:00,"missing",30.86802,46.15056
"394",2018-01-17 09:00:00,"5.34608",31.57837,46.5497
"395",2018-01-17 10:00:00,"3.25722",18.58846,56.97724
"396",2018-01-17 11:00:00,"3.22181",16.03452,57.72562
"397",2018-01-17 12:00:00,"3.1156",15.92568,59.12261
"398",2018-01-17 13:00:00,"2.69074",17.39219,59.72132
"399",2018-01-17 14:00:00,"1.91184",13.64171,62.76477
"400",2018-01-17 15:00:00,"2.15968",20.54303,57.32648
"401",2018-01-17 16:00:00,"3.18641",35.10718,44.90325
"402",2018-01-17 17:00:00,"3.25722",53.25625,26.14367
"403",2018-01-17 18:00:00,"2.61993",53.0923,27.79012
"404",2018-01-17 19:00:00,"1.13294",38.20144,41.31099
"405",2018-01-17 20:00:00,"0.99133",31.84366,44.45422
"406",2018-01-17 21:00:00,"missing",24.61652,50.99014
"407",2018-01-17 22:00:00,"0.60188",18.80191,59.57165
"408",2018-01-17 23:00:00,"0.38945",13.31344,69.79961
"409",2018-01-18 00:00:00,"0.33037",7.76227,75.43746
"410",2018-01-18 01:00:00,"0.14159",5.58559,75.96965
"411",2018-01-18 02:00:00,"missing",4.02624,78.33123
"412",2018-01-18 03:00:00,"missing",3.64544,80.32693
"413",2018-01-18 04:00:00,"0.10619",4.13479,80.4766
"414",2018-01-18 05:00:00,"0.35396",6.42048,74.4895
"415",2018-01-18 06:00:00,"1.02649",13.7669,67.45466
